ID;Hora_de_inicio;Hora_de_finalizacion;Correo_electronico;Usted_nacio_entre;Sexo;Sede__0;Usted_labora_en_la_sucursal_Barranquilla_en;Usted_labora_en_la_sucursal_Bogotá_en;Usted_ingreso_a_trabajar_en_West_Army_Security_Ltda_en_el_ano;Nivel_academico_alcanzado_hasta_ahora;Estado_civil;Tiene_hijos;Es_usted;Cargo_por_favor_escriba_su_respuesta;En_mi_trabajo_me_siento_lleno_de_energia;Mi_trabajo_esta_lleno_de_significado_y_proposito;El_tiempo_vuela_cuando_estoy_trabajando;Soy_fuerte_y_vigoroso_en_mi_trabajo;Estoy_entusiasmado_con_mi_trabajo;Cuando_estoy_trabajando_olvido_todo_lo_que_pasa_alrededor_de_mi;Mi_trabajo_me_inspira;Cuando_me_levanto_por_las_mananas_tengo_ganas_de_ir_a_trabajar;Soy_feliz_cuando_estoy_concentrado_en_mi_trabajo;Estoy_orgulloso_del_trabajo_que_hago;Estoy_inmerso_en_mi_trabajo;Puedo_continuar_trabajando_durante_largos_periodos_de_tiempo;Mi_trabajo_es_retador;Me_dejo_llevar_por_mi_trabajo;Soy_muy_persistente_en_mi_trabajo;Me_es_dificil_desconectarme_de_mi_trabajo;Incluso_cuando_las_cosas_no_van_bien_continuo_trabajando;Poseo_las_herramientas_de_trabajo_necesarias_para_desarrollar_mi_trabajo;El_proceso_para_obtener_nuevas_herramientas_o_remplazar_las_existentes_es_facil_y_rapido;Tengo_puesto_de_trabajo_;Mi_puesto_de_trabajo_esta_en_adecuadas_condiciones;Tengo_claras_las_normas_de_seguridad_y_salud_en_el_trabajo;Hago_pausas_activas_diarias;Dimension_Ciclo_de_vida_del_colaborador_en_la_compania;Recibi_entrenamiento_al_cargo;Recibi_Induccion_de_la_empresa_(sistemas_de_gestion_vision_mision);He_recibido_capacitacion_que_fomente_mi_crecimiento_profesional;He_recibido_capacitacion_que_fomente_mi_crecimiento_personal;Se_con_claridad_que_debo_hacer_y_como_miden_mis_resultados;"Que_tan_importante_es_para_mi_que_la_empresa_mejore_en_la_forma_en_que_se_contrata_capacita_y_despide_el_personal
";Dimension_Salario_economico;Recibo_el_salario_de_forma_puntual_y_completo;Dimension_Expectativas_a_futuro;Dimension_Balance_vida-trabajo;La_compania_fomenta_el_equilibrio_entre_vida_personal_y_vida_familiar_;Dimension_Cultura;Muestro_un_sentimiento_de_orgullo_sobre_el_lugar_donde_trabajo;Recomiendo_a_otras_personas_sobre_las_vacantes_que_existen_en_esta_compania;La_empresa_donde_trabajo_tiene_buena_reputacion_en_el_sector;Que_tan_urgente_es_para_mi_que_la_compania_mejore_la_imagen_que_proyecta_hacia_el_sector_y_sus_colaboradores;Dimension_Mejoramiento_personal;La_empresa_se_preocupa_por_mi_como_persona;La_empresa_se_preocupa_por_mi_como_profesional;Dimension_Liderazgo;Tengo_una_buena_relacion_con_mi_jefe_o_supervisor;Mi_jefe_me_motiva_a_trabajar;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_bien;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_mal;Mi_jefe_es_un_lider_para_mi;Que_tan_urgente_es_para_mi_que_mejore_la_relacion_e_interrelacion_con_mi_jefe_inmediato;Recibo_toda_la_informacion_suficiente_para_realizar_bien_mi_trabajo;Las_instrucciones_que_recibo_de_mi_jefe_son_claras;Dimension_Percepcion_del_ambiente_de_trabajo;Percibo_un_buen_ambiente_laboral;Me_siento_conectado_con_mis_companeros_de_trabajo;Me_siento_conectado_con_otras_areas_de_la_compania;Percibo_que_aprovechan_mis_talentos_y_capacidades;Percibo_que_mi_salud_fisica_y_emocional_es_buena;Estoy_estresado_(a);Percibo_que_mi_salud_financiera_es_buena;La_compania_promueve_actividades_de_bienestar;He_participado_en_actividades_de_reconocimientos_a_empleados;De_1_a_5_evalua_el_clima_laboral_de_esta_organizacion_donde_1_mal_clima_y_5_buen_clima_laboral;Dimension_Comunicacion;La_alta_direccion_manifiesta_sus_objetivos_de_tal_forma_que_se_crea_un_sentido_comun_de_mision_identidad_y_proposito_entre_los_colaboradores;Recibo_noticias_de_la_organizacion;La_compania_me_informa_sobre_los_cambios_corporativos
515;5/24/24 16:09:21;5/24/24 16:18:04;anonymous;Generación Z;Masculino;Cali;;;2024;Bachiller;Unión Libre;No;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;1;7;7;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
516;5/24/24 16:17:34;5/24/24 16:25:46;anonymous;Generación Z;Masculino;Cali;;;2023;Bachiller;Soltero (a);No;Administrativo;Guarda de seguridad ;7;7;7;7;7;6;7;7;7;7;7;7;7;6;7;6;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
517;5/24/24 16:18:46;5/24/24 16:31:21;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2023;Bachiller;Unión Libre;1;Operativo;guarda motorizado ;7;7;6;7;7;2;7;7;7;7;7;6;7;6;6;6;7;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
518;5/24/24 16:25:25;5/24/24 16:37:54;anonymous;Generación X;Masculino;Bogotá;;Bogotá;2022;Bachiller;Soltero (a);1;Operativo;Guarda de seguridad ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
519;5/24/24 16:20:05;5/24/24 16:38:41;anonymous;Generación Z;No binario;Cali;;;2022;Bachiller;Unión Libre;No;Operativo;Guarda ;4;3;2;3;7;1;7;7;7;7;7;7;1;1;2;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;No;No;Si;Si;No;Si;Si;Si;Poco urgente;Si;No;Si;Si;Si;No;No;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;No;Si;No;No;Si;Si;4;Si;Si;Si;Si
520;5/24/24 16:25:05;5/24/24 16:39:56;anonymous;Generación Z;Masculino;Bogotá;;Bogotá;2024;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;4;6;5;5;7;5;3;4;3;3;1;5;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Muy importante;Si;No;Si;No;No;No;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;No;Si;Muy urgente;Si;Si;Si;Si;Si;No;No;Si;No;No;Si;No;3;Si;Si;No;No
521;5/24/24 16:25:03;5/24/24 16:40:35;anonymous;Generación Z;Masculino;Bogotá;;Bogotá;2023;Bachiller;Soltero (a);No;Operativo;Vigilante ;7;7;7;7;7;6;7;7;7;7;7;7;7;2;7;2;7;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;No;No;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;No;Si;No;Si;Si;Si;4;Si;Si;Si;Si
522;5/24/24 16:38:44;5/24/24 16:41:52;anonymous;Generación Z;Masculino;Villavicencio;;;2024;Tecnico;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;3;Si;Si;Si;Si
523;5/24/24 16:28:03;5/24/24 16:51:07;anonymous;Generación Y (milenials);Masculino;Cali;;;2003;Bachiller;Unión Libre;1;Operativo;Guarda;5;7;5;5;7;4;7;6;3;5;1;4;4;2;6;3;5;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;No;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;Si;No;Si;Si;No;5;Si;Si;Si;Si
524;5/24/24 16:42:34;5/24/24 16:54:40;anonymous;Generación X;Masculino;Bogotá;;Bogotá;2024;Bachiller;Unión Libre;2;Operativo;Guarda;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;1;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;5;Si;Si;Si;Si
525;5/24/24 16:44:31;5/24/24 17:00:39;anonymous;Generación X;Masculino;Cali;;;2024;Bachiller;Casado (a);3;Operativo;Guarda motorizado mulalo ;1;1;1;1;1;4;1;1;1;1;1;1;1;2;1;4;1;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;No
526;5/24/24 16:02:33;5/24/24 17:01:18;anonymous;Generación Z;Masculino;Cali;;;2023;Tecnico;Soltero (a);No;Administrativo;Guarda de seguridad ;7;4;6;7;7;6;6;7;7;7;1;6;7;1;6;3;6;No;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;No;Si;Si;No;Si;Si;Si;Si;Muy urgente;No;No;Si;Si;Si;No;No;No;No;Poco urgente;Si;No;Si;No;Si;Si;No;Si;No;No;No;No;3;No;No;Si;Si
527;5/24/24 16:37:43;5/24/24 17:02:03;anonymous;Generación Y (milenials);Masculino;Cali;;;2023;Tecnico;Soltero (a);No;Operativo;Guarda seguridad ;6;7;3;6;7;5;6;3;6;7;5;7;3;5;7;2;7;No;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;No;Muy importante;No;No;Si;Si;No;Si;Si;Si;Si;Muy urgente;Si;No;Si;Si;Si;Si;Si;Si;No;Muy urgente;No;No;No;Si;No;No;No;Si;No;No;Si;No;4;No;Si;Si;Si
528;5/24/24 17:00:48;5/24/24 17:12:44;anonymous;Generación Z;Masculino;Cali;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;6;5;7;7;7;6;7;7;7;7;4;7;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;No;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
529;5/24/24 17:00:25;5/24/24 17:22:44;anonymous;Generación Z;Masculino;Villavicencio;;;2023;Bachiller;Unión Libre;No;Operativo;Guarda de seguridad;7;7;6;7;7;1;7;6;7;7;7;4;6;6;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
530;5/24/24 17:43:12;5/24/24 17:46:03;anonymous;Generación Z;Masculino;Cali;;;2023;Bachiller;Soltero (a);No;Operativo;GUARDA DE SEGURIDAD ;7;7;5;7;7;6;7;5;7;7;6;7;7;7;6;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;No;Si;Si;Si;No;No;Si;Si;4;Si;Si;Si;Si
531;5/24/24 17:39:04;5/24/24 17:59:50;anonymous;Generación X;Masculino;Cali;;;2024;Bachiller;Divorciado o separado;2;Operativo;Guarda seguridad privada ;7;7;7;7;7;7;7;7;7;7;7;2;2;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;Si;No;Si;Si;No;4;Si;Si;Si;Si
532;5/24/24 18:03:54;5/24/24 18:18:59;anonymous;Generación Y (milenials);Masculino;Cali;;;2024;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad ;7;6;5;7;7;5;7;7;7;7;5;7;6;7;7;5;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
533;5/24/24 18:26:32;5/24/24 18:32:17;anonymous;Generación Y (milenials);Masculino;Cali;;;2023;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;3;7;No;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;No;Si;Si
534;5/24/24 18:19:23;5/24/24 18:33:56;anonymous;Generación Z;Masculino;Cali;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;7;7;7;1;6;7;7;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
535;5/24/24 19:12:32;5/24/24 19:22:51;anonymous;Generación Y (milenials);Masculino;Cali;;;2024;Bachiller;Casado (a);1;Operativo;Guarda de seguridad ;7;5;7;6;7;7;7;7;7;7;7;5;1;4;7;2;7;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;No;Si;No;No;Si;No;Si;Si;Si;3;Si;Si;Si;Si
536;5/24/24 19:38:27;5/24/24 19:52:28;anonymous;Generación Z;Masculino;Bucaramanga;;;2024;Tecnico;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;7;7;7;1;7;7;7;No;No;Si;No;Si;Si;Si;Si;Si;No;No;Si;Muy importante;Si;Si;Si;Si;No;Si;Si;Si;No;Muy urgente;No;No;No;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;No;No;4;Si;No;No;Si
537;5/24/24 20:05:10;5/24/24 20:11:36;anonymous;Generación Z;Masculino;Medellín;;;2023;Bachiller;Unión Libre;No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
538;5/24/24 19:44:35;5/24/24 20:34:00;anonymous;Baby Boom;Masculino;Bogotá;;;2014;Bachiller;Soltero (a);3;Operativo;Guarda de seguridad ;7;7;7;7;7;6;7;6;7;7;6;6;7;1;7;2;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
539;5/24/24 20:21:13;5/24/24 20:53:10;anonymous;Generación Z;Masculino;Cali;;;2022;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;5;7;7;4;7;7;7;7;7;7;4;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
540;5/24/24 20:29:19;5/24/24 20:58:40;anonymous;Generación Z;Masculino;Bogotá;;;2023;Primaria;Soltero (a);No;Operativo;Guarda de seguridad;1;2;1;5;1;1;2;3;2;1;3;1;1;2;7;1;6;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;No;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;No;Si;No;No;Si;Si;No;Si;Si;Si;3;Si;Si;Si;Si
541;5/25/24 2:49:06;5/25/24 3:06:51;anonymous;Generación X;Masculino;Cali;;;2024;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;No;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;No;Si;Si;Si
542;5/25/24 6:32:21;5/25/24 6:42:34;anonymous;Generación Z;Masculino;Cali;;;2023;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad privada ;7;7;7;7;7;1;7;7;7;7;7;7;1;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
543;5/25/24 11:10:06;5/25/24 11:17:54;anonymous;Generación Z;No binario;Cúcuta;;;2024;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;4;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
544;5/25/24 11:12:37;5/25/24 11:18:57;anonymous;Generación Z;No binario;Bucaramanga;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
545;5/25/24 11:08:16;5/25/24 11:23:06;anonymous;Generación Z;Masculino;Cúcuta;;;2022;Bachiller;Soltero (a);No;Operativo;Guarda;7;7;1;7;7;1;7;7;7;7;7;7;7;1;7;1;7;No;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;No;Si;No;No;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;1;Si;Si;Si;Si
546;5/25/24 11:12:00;5/25/24 11:24:36;anonymous;Generación X;Masculino;Bucaramanga;;;2017;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad ;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
547;5/25/24 11:15:53;5/25/24 11:32:17;anonymous;Generación Z;Masculino;Bucaramanga;;;2022;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad ;7;6;7;6;5;5;7;7;6;7;7;6;6;5;6;5;4;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;No;5;Si;Si;Si;Si
548;5/25/24 11:28:26;5/25/24 11:40:15;anonymous;Generación Y (milenials);Masculino;Cúcuta;;;2024;Tecnico;Soltero (a);1;Operativo;Guarda de seguridad ;7;7;5;7;7;7;7;7;7;7;1;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;1;Si;Si;Si;Si
549;5/25/24 11:22:48;5/25/24 11:40:40;anonymous;Generación Y (milenials);Masculino;Bucaramanga;;;2023;Bachiller;Casado (a);1;Operativo;Guarda de seguridad ;7;7;5;7;7;7;7;7;7;7;7;5;7;5;7;4;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;Muy importante;Si;No;Si;Si;Si;Si;Si;Si;Si;Poco urgente;No;No;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;No;No;4;Si;Si;Si;No
550;5/25/24 11:32:42;5/25/24 11:50:59;anonymous;Generación Z;No binario;Bucaramanga;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;4;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
551;5/25/24 11:25:17;5/25/24 11:51:36;anonymous;Generación X;Masculino;Bucaramanga;;;2010;Bachiller;Casado (a);1;Operativo;Guarda seguridad ;7;2;7;7;7;1;7;7;7;4;4;3;5;4;7;4;3;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;5;Si;Si;Si;Si
552;5/25/24 11:19:58;5/25/24 11:54:16;anonymous;Baby Boom;Masculino;Cali;;;2000;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad ;7;7;4;7;7;7;7;7;7;7;7;7;1;7;7;4;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
553;5/25/24 11:58:00;5/25/24 12:03:46;anonymous;Generación Y (milenials);Masculino;Cúcuta;;;2023;Tecnico;Soltero (a);2;Operativo;guarda de seguridad;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;No;No;No;No;Si;Si;No;No;No;No;No;No;Muy importante;No;No;No;No;No;No;No;No;No;Muy urgente;No;No;No;Si;Si;No;No;No;No;Muy urgente;No;No;Si;No;No;No;No;No;Si;No;No;No;1;No;No;No;No
554;5/25/24 11:27:08;5/25/24 12:49:51;anonymous;Generación X;Masculino;Bucaramanga;;;2023;Bachiller;Soltero (a);1;Operativo;Vigilante ;7;7;7;7;7;7;7;7;7;7;1;1;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
555;5/25/24 12:40:33;5/25/24 13:02:57;anonymous;Generación X;Masculino;Bucaramanga;;;2023;Bachiller;Casado (a);2;Operativo;Guarda de segurida ;2;5;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;No;Si;No;5;Si;Si;Si;Si
556;5/25/24 13:17:55;5/25/24 13:35:07;anonymous;Generación X;Masculino;Bucaramanga;;;2024;Bachiller;Casado (a);2;Operativo;Guarda de seguridad ;7;7;6;7;7;6;7;7;7;7;7;7;6;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
557;5/25/24 13:16:47;5/25/24 13:39:01;anonymous;Generación Y (milenials);Masculino;Cúcuta;;;2022;Tecnico;Unión Libre;1;Operativo;Supervisor;7;7;7;7;7;6;7;7;7;7;7;6;7;6;7;1;6;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;Si;No;Si;Si;No;3;Si;Si;No;No
